2026/06/07 18:04更新,#genre#
贵州卫视,http://123.145.28.95:8001/udp/225.0.4.175:7980
山东卫视,http://123.145.28.95:8001/udp/225.0.4.199:7980
东南卫视,http://123.145.28.95:8001/udp/225.0.4.200:7980
黑龙江卫视,http://123.145.28.95:8001/udp/225.0.4.201:7980
深圳卫视,http://123.145.28.95:8001/udp/225.0.4.202:7980
江西卫视,http://123.145.28.95:8001/udp/225.0.4.203:7980
四川卫视,http://123.145.28.95:8001/udp/225.0.4.204:7980
华数电影,http://123.145.28.95:8001/udp/225.0.4.50:7980
华数电视剧,http://123.145.28.95:8001/udp/225.0.4.54:7980
华数经典电影,http://123.145.28.95:8001/udp/225.0.4.48:7980
华数古装剧场,http://123.145.28.95:8001/udp/225.0.4.147:7980
华数武侠剧场,http://123.145.28.95:8001/udp/225.0.4.168:7980
华数军旅剧场,http://123.145.28.95:8001/udp/225.0.4.146:7980
华数喜剧影院,http://123.145.28.95:8001/udp/225.0.4.169:7980
华数动作影院,http://123.145.28.95:8001/udp/225.0.4.170:7980
华数家庭影院,http://123.145.28.95:8001/udp/225.0.4.171:7980
华数星影,http://123.145.28.95:8001/udp/225.0.4.172:7980
IPTV爱生活,http://123.145.28.95:8001/udp/225.0.4.164:7980
IPTV相声小品,http://123.145.28.95:8001/udp/225.0.4.56:7980
IPTV3综艺,http://123.145.28.95:8001/udp/225.0.4.51:7980
IPTV5体育,http://123.145.28.95:8001/udp/225.0.4.53:7980
IPTV解密,http://123.145.28.95:8001/udp/225.0.4.153:7980
IPTV地理,http://123.145.28.95:8001/udp/225.0.4.149:7980
IPTV野外,http://123.145.28.95:8001/udp/225.0.4.57:7980
CGTN英语,http://123.145.28.95:8001/udp/225.0.4.12:7980
重庆联通-组播2,#genre#
重庆卫视,http://123.145.28.95:8005/udp/225.0.4.187:7980
重庆新闻频道,http://123.145.28.95:8005/udp/225.0.4.188:7980
重庆社会与法,http://123.145.28.95:8005/udp/225.0.4.190:7980
重庆少儿频道,http://123.145.28.95:8005/udp/225.0.4.191:7980
重庆影视剧频道,http://123.145.28.95:8005/udp/225.0.4.192:7980
重庆红叶频道,http://123.145.28.95:8005/udp/225.0.4.193:7980
重庆文体娱乐,http://123.145.28.95:8005/udp/225.0.4.194:7980
重庆汽摩频道,http://123.145.28.95:8005/udp/225.0.4.195:7980
重庆时红岩文化,http://123.145.28.95:8005/udp/225.0.4.196:7980
重庆新农村频道,http://123.145.28.95:8005/udp/225.0.4.189:7980
重庆移动频道,http://123.145.28.95:8005/rtp/225.0.4.68:7980
CCTV-1综合,http://123.145.28.95:8005/udp/225.0.4.74:7980
CCTV-2财经,http://123.145.28.95:8005/udp/225.0.4.132:7980
CCTV-3综艺,http://123.145.28.95:8005/udp/225.0.4.142:7980
CCTV-4中文国际,http://123.145.28.95:8005/udp/225.0.4.176:7980
CCTV-5体育,http://123.145.28.95:8005/udp/225.0.4.143:7980
CCTV-5+体育赛事,http://123.145.28.95:8005/udp/225.0.4.73:7980
CCTV-6电影,http://123.145.28.95:8005/udp/225.0.4.144:7980
CCTV-7国防军事,http://123.145.28.95:8005/udp/225.0.4.127:7980
CCTV-8电视剧,http://123.145.28.95:8005/udp/225.0.4.137:7980
CCTV-9纪录,http://123.145.28.95:8005/udp/225.0.4.131:7980
CCTV-10科教,http://123.145.28.95:8005/udp/225.0.4.130:7980
CCTV-11戏曲,http://123.145.28.95:8005/udp/225.0.4.218:7980
CCTV-12社会与法,http://123.145.28.95:8005/udp/225.0.4.129:7980
CCTV-13新闻,http://123.145.28.95:8005/udp/225.0.4.219:7980
CCTV-14少儿,http://123.145.28.95:8005/udp/225.0.4.128:7980
CCTV-15音乐,http://123.145.28.95:8005/udp/225.0.4.220:7980
CCTV-17农业农村,http://123.145.28.95:8005/udp/225.0.4.179:7980
湖南卫视,http://123.145.28.95:8005/udp/225.0.4.75:7980
浙江卫视,http://123.145.28.95:8005/udp/225.0.4.81:7980
江苏卫视,http://123.145.28.95:8005/udp/225.0.4.79:7980
安徽卫视,http://123.145.28.95:8005/udp/225.0.4.133:7980
广东卫视,http://123.145.28.95:8005/udp/225.0.4.84:7980
北京卫视,http://123.145.28.95:8005/udp/225.0.4.78:7980
天津卫视,http://123.145.28.95:8005/udp/225.0.4.82:7980
辽宁卫视,http://123.145.28.95:8005/udp/225.0.4.98:7980
东方卫视,http://123.145.28.95:8005/udp/225.0.4.80:7980
河北卫视,http://123.145.28.95:8005/udp/225.0.4.174:7980
贵州卫视,http://123.145.28.95:8005/udp/225.0.4.175:7980
山东卫视,http://123.145.28.95:8005/udp/225.0.4.199:7980
东南卫视,http://123.145.28.95:8005/udp/225.0.4.200:7980
黑龙江卫视,http://123.145.28.95:8005/udp/225.0.4.201:7980
深圳卫视,http://123.145.28.95:8005/udp/225.0.4.202:7980
江西卫视,http://123.145.28.95:8005/udp/225.0.4.203:7980
四川卫视,http://123.145.28.95:8005/udp/225.0.4.204:7980
华数电影,http://123.145.28.95:8005/udp/225.0.4.50:7980
华数电视剧,http://123.145.28.95:8005/udp/225.0.4.54:7980
华数经典电影,http://123.145.28.95:8005/udp/225.0.4.48:7980
华数古装剧场,http://123.145.28.95:8005/udp/225.0.4.147:7980
华数武侠剧场,http://123.145.28.95:8005/udp/225.0.4.168:7980
华数军旅剧场,http://123.145.28.95:8005/udp/225.0.4.146:7980
华数喜剧影院,http://123.145.28.95:8005/udp/225.0.4.169:7980
华数动作影院,http://123.145.28.95:8005/udp/225.0.4.170:7980
华数家庭影院,http://123.145.28.95:8005/udp/225.0.4.171:7980
华数星影,http://123.145.28.95:8005/udp/225.0.4.172:7980
IPTV爱生活,http://123.145.28.95:8005/udp/225.0.4.164:7980
IPTV相声小品,http://123.145.28.95:8005/udp/225.0.4.56:7980
IPTV3综艺,http://123.145.28.95:8005/udp/225.0.4.51:7980
IPTV5体育,http://123.145.28.95:8005/udp/225.0.4.53:7980
IPTV解密,http://123.145.28.95:8005/udp/225.0.4.153:7980
IPTV地理,http://123.145.28.95:8005/udp/225.0.4.149:7980
IPTV野外,http://123.145.28.95:8005/udp/225.0.4.57:7980
CGTN英语,http://123.145.28.95:8005/udp/225.0.4.12:7980
重庆联通-组播3,#genre#
重庆卫视,http://123.145.3.235:8001/udp/225.0.4.187:7980
重庆新闻频道,http://123.145.3.235:8001/udp/225.0.4.188:7980
重庆社会与法,http://123.145.3.235:8001/udp/225.0.4.190:7980
重庆少儿频道,http://123.145.3.235:8001/udp/225.0.4.191:7980
重庆影视剧频道,http://123.145.3.235:8001/udp/225.0.4.192:7980
重庆红叶频道,http://123.145.3.235:8001/udp/225.0.4.193:7980
重庆文体娱乐,http://123.145.3.235:8001/udp/225.0.4.194:7980
重庆汽摩频道,http://123.145.3.235:8001/udp/225.0.4.195:7980
重庆时红岩文化,http://123.145.3.235:8001/udp/225.0.4.196:7980
重庆新农村频道,http://123.145.3.235:8001/udp/225.0.4.189:7980
重庆移动频道,http://123.145.3.235:8001/rtp/225.0.4.68:7980
CCTV-1综合,http://123.145.3.235:8001/udp/225.0.4.74:7980
CCTV-2财经,http://123.145.3.235:8001/udp/225.0.4.132:7980
CCTV-3综艺,http://123.145.3.235:8001/udp/225.0.4.142:7980
CCTV-4中文国际,http://123.145.3.235:8001/udp/225.0.4.176:7980
CCTV-5体育,http://123.145.3.235:8001/udp/225.0.4.143:7980
CCTV-5+体育赛事,http://123.145.3.235:8001/udp/225.0.4.73:7980
CCTV-6电影,http://123.145.3.235:8001/udp/225.0.4.144:7980
CCTV-7国防军事,http://123.145.3.235:8001/udp/225.0.4.127:7980
CCTV-8电视剧,http://123.145.3.235:8001/udp/225.0.4.137:7980
CCTV-9纪录,http://123.145.3.235:8001/udp/225.0.4.131:7980
CCTV-10科教,http://123.145.3.235:8001/udp/225.0.4.130:7980
CCTV-11戏曲,http://123.145.3.235:8001/udp/225.0.4.218:7980
CCTV-12社会与法,http://123.145.3.235:8001/udp/225.0.4.129:7980
CCTV-13新闻,http://123.145.3.235:8001/udp/225.0.4.219:7980
CCTV-14少儿,http://123.145.3.235:8001/udp/225.0.4.128:7980
CCTV-15音乐,http://123.145.3.235:8001/udp/225.0.4.220:7980
CCTV-17农业农村,http://123.145.3.235:8001/udp/225.0.4.179:7980
湖南卫视,http://123.145.3.235:8001/udp/225.0.4.75:7980
浙江卫视,http://123.145.3.235:8001/udp/225.0.4.81:7980
江苏卫视,http://123.145.3.235:8001/udp/225.0.4.79:7980
安徽卫视,http://123.145.3.235:8001/udp/225.0.4.133:7980
广东卫视,http://123.145.3.235:8001/udp/225.0.4.84:7980
北京卫视,http://123.145.3.235:8001/udp/225.0.4.78:7980
天津卫视,http://123.145.3.235:8001/udp/225.0.4.82:7980
辽宁卫视,http://123.145.3.235:8001/udp/225.0.4.98:7980
东方卫视,http://123.145.3.235:8001/udp/225.0.4.80:7980
河北卫视,http://123.145.3.235:8001/udp/225.0.4.174:7980
贵州卫视,http://123.145.3.235:8001/udp/225.0.4.175:7980
山东卫视,http://123.145.3.235:8001/udp/225.0.4.199:7980
东南卫视,http://123.145.3.235:8001/udp/225.0.4.200:7980
黑龙江卫视,http://123.145.3.235:8001/udp/225.0.4.201:7980
深圳卫视,http://123.145.3.235:8001/udp/225.0.4.202:7980
江西卫视,http://123.145.3.235:8001/udp/225.0.4.203:7980
四川卫视,http://123.145.3.235:8001/udp/225.0.4.204:7980
华数电影,http://123.145.3.235:8001/udp/225.0.4.50:7980
华数电视剧,http://123.145.3.235:8001/udp/225.0.4.54:7980
华数经典电影,http://123.145.3.235:8001/udp/225.0.4.48:7980
华数古装剧场,http://123.145.3.235:8001/udp/225.0.4.147:7980
华数武侠剧场,http://123.145.3.235:8001/udp/225.0.4.168:7980
华数军旅剧场,http://123.145.3.235:8001/udp/225.0.4.146:7980
华数喜剧影院,http://123.145.3.235:8001/udp/225.0.4.169:7980
华数动作影院,http://123.145.3.235:8001/udp/225.0.4.170:7980
华数家庭影院,http://123.145.3.235:8001/udp/225.0.4.171:7980
华数星影,http://123.145.3.235:8001/udp/225.0.4.172:7980
IPTV爱生活,http://123.145.3.235:8001/udp/225.0.4.164:7980
IPTV相声小品,http://123.145.3.235:8001/udp/225.0.4.56:7980
IPTV3综艺,http://123.145.3.235:8001/udp/225.0.4.51:7980
IPTV5体育,http://123.145.3.235:8001/udp/225.0.4.53:7980
IPTV解密,http://123.145.3.235:8001/udp/225.0.4.153:7980
IPTV地理,http://123.145.3.235:8001/udp/225.0.4.149:7980
IPTV野外,http://123.145.3.235:8001/udp/225.0.4.57:7980
CGTN英语,http://123.145.3.235:8001/udp/225.0.4.12:7980
重庆联通-组播4,#genre#
重庆卫视,http://123.145.3.235:8005/udp/225.0.4.187:7980
重庆新闻频道,http://123.145.3.235:8005/udp/225.0.4.188:7980
重庆社会与法,http://123.145.3.235:8005/udp/225.0.4.190:7980
重庆少儿频道,http://123.145.3.235:8005/udp/225.0.4.191:7980
重庆影视剧频道,http://123.145.3.235:8005/udp/225.0.4.192:7980
重庆红叶频道,http://123.145.3.235:8005/udp/225.0.4.193:7980
重庆文体娱乐,http://123.145.3.235:8005/udp/225.0.4.194:7980
重庆汽摩频道,http://123.145.3.235:8005/udp/225.0.4.195:7980
重庆时红岩文化,http://123.145.3.235:8005/udp/225.0.4.196:7980
重庆新农村频道,http://123.145.3.235:8005/udp/225.0.4.189:7980
重庆移动频道,http://123.145.3.235:8005/rtp/225.0.4.68:7980
CCTV-1综合,http://123.145.3.235:8005/udp/225.0.4.74:7980
CCTV-2财经,http://123.145.3.235:8005/udp/225.0.4.132:7980
CCTV-3综艺,http://123.145.3.235:8005/udp/225.0.4.142:7980
CCTV-4中文国际,http://123.145.3.235:8005/udp/225.0.4.176:7980
CCTV-5体育,http://123.145.3.235:8005/udp/225.0.4.143:7980
CCTV-5+体育赛事,http://123.145.3.235:8005/udp/225.0.4.73:7980
CCTV-6电影,http://123.145.3.235:8005/udp/225.0.4.144:7980
CCTV-7国防军事,http://123.145.3.235:8005/udp/225.0.4.127:7980
CCTV-8电视剧,http://123.145.3.235:8005/udp/225.0.4.137:7980
CCTV-9纪录,http://123.145.3.235:8005/udp/225.0.4.131:7980
CCTV-10科教,http://123.145.3.235:8005/udp/225.0.4.130:7980
CCTV-11戏曲,http://123.145.3.235:8005/udp/225.0.4.218:7980
CCTV-12社会与法,http://123.145.3.235:8005/udp/225.0.4.129:7980
CCTV-13新闻,http://123.145.3.235:8005/udp/225.0.4.219:7980
CCTV-14少儿,http://123.145.3.235:8005/udp/225.0.4.128:7980
CCTV-15音乐,http://123.145.3.235:8005/udp/225.0.4.220:7980
CCTV-17农业农村,http://123.145.3.235:8005/udp/225.0.4.179:7980
湖南卫视,http://123.145.3.235:8005/udp/225.0.4.75:7980
浙江卫视,http://123.145.3.235:8005/udp/225.0.4.81:7980
江苏卫视,http://123.145.3.235:8005/udp/225.0.4.79:7980
安徽卫视,http://123.145.3.235:8005/udp/225.0.4.133:7980
广东卫视,http://123.145.3.235:8005/udp/225.0.4.84:7980
北京卫视,http://123.145.3.235:8005/udp/225.0.4.78:7980
天津卫视,http://123.145.3.235:8005/udp/225.0.4.82:7980
辽宁卫视,http://123.145.3.235:8005/udp/225.0.4.98:7980
东方卫视,http://123.145.3.235:8005/udp/225.0.4.80:7980
河北卫视,http://123.145.3.235:8005/udp/225.0.4.174:7980
贵州卫视,http://123.145.3.235:8005/udp/225.0.4.175:7980
山东卫视,http://123.145.3.235:8005/udp/225.0.4.199:7980
东南卫视,http://123.145.3.235:8005/udp/225.0.4.200:7980
黑龙江卫视,http://123.145.3.235:8005/udp/225.0.4.201:7980
深圳卫视,http://123.145.3.235:8005/udp/225.0.4.202:7980
江西卫视,http://123.145.3.235:8005/udp/225.0.4.203:7980
四川卫视,http://123.145.3.235:8005/udp/225.0.4.204:7980
华数电影,http://123.145.3.235:8005/udp/225.0.4.50:7980
华数电视剧,http://123.145.3.235:8005/udp/225.0.4.54:7980
华数经典电影,http://123.145.3.235:8005/udp/225.0.4.48:7980
华数古装剧场,http://123.145.3.235:8005/udp/225.0.4.147:7980
华数武侠剧场,http://123.145.3.235:8005/udp/225.0.4.168:7980
华数军旅剧场,http://123.145.3.235:8005/udp/225.0.4.146:7980
华数喜剧影院,http://123.145.3.235:8005/udp/225.0.4.169:7980
华数动作影院,http://123.145.3.235:8005/udp/225.0.4.170:7980
华数家庭影院,http://123.145.3.235:8005/udp/225.0.4.171:7980
华数星影,http://123.145.3.235:8005/udp/225.0.4.172:7980
IPTV爱生活,http://123.145.3.235:8005/udp/225.0.4.164:7980
IPTV相声小品,http://123.145.3.235:8005/udp/225.0.4.56:7980
IPTV3综艺,http://123.145.3.235:8005/udp/225.0.4.51:7980
IPTV5体育,http://123.145.3.235:8005/udp/225.0.4.53:7980
IPTV解密,http://123.145.3.235:8005/udp/225.0.4.153:7980
IPTV地理,http://123.145.3.235:8005/udp/225.0.4.149:7980
IPTV野外,http://123.145.3.235:8005/udp/225.0.4.57:7980
CGTN英语,http://123.145.3.235:8005/udp/225.0.4.12:7980
重庆联通-组播5,#genre#
重庆卫视,http://123.145.35.149:8001/udp/225.0.4.187:7980
重庆新闻频道,http://123.145.35.149:8001/udp/225.0.4.188:7980
重庆社会与法,http://123.145.35.149:8001/udp/225.0.4.190:7980
重庆少儿频道,http://123.145.35.149:8001/udp/225.0.4.191:7980
重庆影视剧频道,http://123.145.35.149:8001/udp/225.0.4.192:7980
重庆红叶频道,http://123.145.35.149:8001/udp/225.0.4.193:7980
重庆文体娱乐,http://123.145.35.149:8001/udp/225.0.4.194:7980
重庆汽摩频道,http://123.145.35.149:8001/udp/225.0.4.195:7980
重庆时红岩文化,http://123.145.35.149:8001/udp/225.0.4.196:7980
重庆新农村频道,http://123.145.35.149:8001/udp/225.0.4.189:7980
重庆移动频道,http://123.145.35.149:8001/rtp/225.0.4.68:7980
CCTV-1综合,http://123.145.35.149:8001/udp/225.0.4.74:7980
CCTV-2财经,http://123.145.35.149:8001/udp/225.0.4.132:7980
CCTV-3综艺,http://123.145.35.149:8001/udp/225.0.4.142:7980
CCTV-4中文国际,http://123.145.35.149:8001/udp/225.0.4.176:7980
CCTV-5体育,http://123.145.35.149:8001/udp/225.0.4.143:7980
CCTV-5+体育赛事,http://123.145.35.149:8001/udp/225.0.4.73:7980
CCTV-6电影,http://123.145.35.149:8001/udp/225.0.4.144:7980
CCTV-7国防军事,http://123.145.35.149:8001/udp/225.0.4.127:7980
CCTV-8电视剧,http://123.145.35.149:8001/udp/225.0.4.137:7980
CCTV-9纪录,http://123.145.35.149:8001/udp/225.0.4.131:7980
CCTV-10科教,http://123.145.35.149:8001/udp/225.0.4.130:7980
CCTV-11戏曲,http://123.145.35.149:8001/udp/225.0.4.218:7980
CCTV-12社会与法,http://123.145.35.149:8001/udp/225.0.4.129:7980
CCTV-13新闻,http://123.145.35.149:8001/udp/225.0.4.219:7980
CCTV-14少儿,http://123.145.35.149:8001/udp/225.0.4.128:7980
CCTV-15音乐,http://123.145.35.149:8001/udp/225.0.4.220:7980
CCTV-17农业农村,http://123.145.35.149:8001/udp/225.0.4.179:7980
湖南卫视,http://123.145.35.149:8001/udp/225.0.4.75:7980
浙江卫视,http://123.145.35.149:8001/udp/225.0.4.81:7980
江苏卫视,http://123.145.35.149:8001/udp/225.0.4.79:7980
安徽卫视,http://123.145.35.149:8001/udp/225.0.4.133:7980
广东卫视,http://123.145.35.149:8001/udp/225.0.4.84:7980
北京卫视,http://123.145.35.149:8001/udp/225.0.4.78:7980
天津卫视,http://123.145.35.149:8001/udp/225.0.4.82:7980
辽宁卫视,http://123.145.35.149:8001/udp/225.0.4.98:7980
东方卫视,http://123.145.35.149:8001/udp/225.0.4.80:7980
河北卫视,http://123.145.35.149:8001/udp/225.0.4.174:7980
贵州卫视,http://123.145.35.149:8001/udp/225.0.4.175:7980
山东卫视,http://123.145.35.149:8001/udp/225.0.4.199:7980
东南卫视,http://123.145.35.149:8001/udp/225.0.4.200:7980
黑龙江卫视,http://123.145.35.149:8001/udp/225.0.4.201:7980
深圳卫视,http://123.145.35.149:8001/udp/225.0.4.202:7980
江西卫视,http://123.145.35.149:8001/udp/225.0.4.203:7980
四川卫视,http://123.145.35.149:8001/udp/225.0.4.204:7980
华数电影,http://123.145.35.149:8001/udp/225.0.4.50:7980
华数电视剧,http://123.145.35.149:8001/udp/225.0.4.54:7980
华数经典电影,http://123.145.35.149:8001/udp/225.0.4.48:7980
华数古装剧场,http://123.145.35.149:8001/udp/225.0.4.147:7980
华数武侠剧场,http://123.145.35.149:8001/udp/225.0.4.168:7980
华数军旅剧场,http://123.145.35.149:8001/udp/225.0.4.146:7980
华数喜剧影院,http://123.145.35.149:8001/udp/225.0.4.169:7980
华数动作影院,http://123.145.35.149:8001/udp/225.0.4.170:7980
华数家庭影院,http://123.145.35.149:8001/udp/225.0.4.171:7980
华数星影,http://123.145.35.149:8001/udp/225.0.4.172:7980
IPTV爱生活,http://123.145.35.149:8001/udp/225.0.4.164:7980
IPTV相声小品,http://123.145.35.149:8001/udp/225.0.4.56:7980
IPTV3综艺,http://123.145.35.149:8001/udp/225.0.4.51:7980
IPTV5体育,http://123.145.35.149:8001/udp/225.0.4.53:7980
IPTV解密,http://123.145.35.149:8001/udp/225.0.4.153:7980
IPTV地理,http://123.145.35.149:8001/udp/225.0.4.149:7980
IPTV野外,http://123.145.35.149:8001/udp/225.0.4.57:7980
CGTN英语,http://123.145.35.149:8001/udp/225.0.4.12:7980
重庆联通-组播6,#genre#
重庆卫视,http://123.145.35.149:8005/udp/225.0.4.187:7980
重庆新闻频道,http://123.145.35.149:8005/udp/225.0.4.188:7980
重庆社会与法,http://123.145.35.149:8005/udp/225.0.4.190:7980
重庆少儿频道,http://123.145.35.149:8005/udp/225.0.4.191:7980
重庆影视剧频道,http://123.145.35.149:8005/udp/225.0.4.192:7980
重庆红叶频道,http://123.145.35.149:8005/udp/225.0.4.193:7980
重庆文体娱乐,http://123.145.35.149:8005/udp/225.0.4.194:7980
重庆汽摩频道,http://123.145.35.149:8005/udp/225.0.4.195:7980
重庆时红岩文化,http://123.145.35.149:8005/udp/225.0.4.196:7980
重庆新农村频道,http://123.145.35.149:8005/udp/225.0.4.189:7980
重庆移动频道,http://123.145.35.149:8005/rtp/225.0.4.68:7980
CCTV-1综合,http://123.145.35.149:8005/udp/225.0.4.74:7980
CCTV-2财经,http://123.145.35.149:8005/udp/225.0.4.132:7980
CCTV-3综艺,http://123.145.35.149:8005/udp/225.0.4.142:7980
CCTV-4中文国际,http://123.145.35.149:8005/udp/225.0.4.176:7980
CCTV-5体育,http://123.145.35.149:8005/udp/225.0.4.143:7980
CCTV-5+体育赛事,http://123.145.35.149:8005/udp/225.0.4.73:7980
CCTV-6电影,http://123.145.35.149:8005/udp/225.0.4.144:7980
CCTV-7国防军事,http://123.145.35.149:8005/udp/225.0.4.127:7980
CCTV-8电视剧,http://123.145.35.149:8005/udp/225.0.4.137:7980
CCTV-9纪录,http://123.145.35.149:8005/udp/225.0.4.131:7980
CCTV-10科教,http://123.145.35.149:8005/udp/225.0.4.130:7980
CCTV-11戏曲,http://123.145.35.149:8005/udp/225.0.4.218:7980
CCTV-12社会与法,http://123.145.35.149:8005/udp/225.0.4.129:7980
CCTV-13新闻,http://123.145.35.149:8005/udp/225.0.4.219:7980
CCTV-14少儿,http://123.145.35.149:8005/udp/225.0.4.128:7980
CCTV-15音乐,http://123.145.35.149:8005/udp/225.0.4.220:7980
CCTV-17农业农村,http://123.145.35.149:8005/udp/225.0.4.179:7980
湖南卫视,http://123.145.35.149:8005/udp/225.0.4.75:7980
浙江卫视,http://123.145.35.149:8005/udp/225.0.4.81:7980
江苏卫视,http://123.145.35.149:8005/udp/225.0.4.79:7980
安徽卫视,http://123.145.35.149:8005/udp/225.0.4.133:7980
广东卫视,http://123.145.35.149:8005/udp/225.0.4.84:7980
北京卫视,http://123.145.35.149:8005/udp/225.0.4.78:7980
天津卫视,http://123.145.35.149:8005/udp/225.0.4.82:7980
辽宁卫视,http://123.145.35.149:8005/udp/225.0.4.98:7980
东方卫视,http://123.145.35.149:8005/udp/225.0.4.80:7980
河北卫视,http://123.145.35.149:8005/udp/225.0.4.174:7980
贵州卫视,http://123.145.35.149:8005/udp/225.0.4.175:7980
山东卫视,http://123.145.35.149:8005/udp/225.0.4.199:7980
东南卫视,http://123.145.35.149:8005/udp/225.0.4.200:7980
黑龙江卫视,http://123.145.35.149:8005/udp/225.0.4.201:7980
深圳卫视,http://123.145.35.149:8005/udp/225.0.4.202:7980
江西卫视,http://123.145.35.149:8005/udp/225.0.4.203:7980
四川卫视,http://123.145.35.149:8005/udp/225.0.4.204:7980
华数电影,http://123.145.35.149:8005/udp/225.0.4.50:7980
华数电视剧,http://123.145.35.149:8005/udp/225.0.4.54:7980
华数经典电影,http://123.145.35.149:8005/udp/225.0.4.48:7980
华数古装剧场,http://123.145.35.149:8005/udp/225.0.4.147:7980
华数武侠剧场,http://123.145.35.149:8005/udp/225.0.4.168:7980
华数军旅剧场,http://123.145.35.149:8005/udp/225.0.4.146:7980
华数喜剧影院,http://123.145.35.149:8005/udp/225.0.4.169:7980
华数动作影院,http://123.145.35.149:8005/udp/225.0.4.170:7980
华数家庭影院,http://123.145.35.149:8005/udp/225.0.4.171:7980
华数星影,http://123.145.35.149:8005/udp/225.0.4.172:7980
IPTV爱生活,http://123.145.35.149:8005/udp/225.0.4.164:7980
IPTV相声小品,http://123.145.35.149:8005/udp/225.0.4.56:7980
IPTV3综艺,http://123.145.35.149:8005/udp/225.0.4.51:7980
IPTV5体育,http://123.145.35.149:8005/udp/225.0.4.53:7980
IPTV解密,http://123.145.35.149:8005/udp/225.0.4.153:7980
IPTV地理,http://123.145.35.149:8005/udp/225.0.4.149:7980
IPTV野外,http://123.145.35.149:8005/udp/225.0.4.57:7980
CGTN英语,http://123.145.35.149:8005/udp/225.0.4.12:7980

山西联通-组播1,#genre#
山西卫视,http://118.78.196.236:55555/rtp/226.0.2.152:9128
山西黄河频道,http://118.78.196.236:55555/rtp/226.0.2.235:9792
山西经济与科技,http://118.78.196.236:55555/rtp/226.0.2.236:9800
山西影视频道,http://118.78.196.236:55555/rtp/226.0.2.237:9808
山西社会与法治,http://118.78.196.236:55555/rtp/226.0.2.238:9816
山西文体生活,http://118.78.196.236:55555/rtp/226.0.2.16:8040
CCTV-1综合,http://118.78.196.236:55555/rtp/226.0.2.153:9136
CCTV-2财经,http://118.78.196.236:55555/rtp/226.0.2.154:9144
CCTV-3综艺,http://118.78.196.236:55555/rtp/226.0.2.208:9576
CCTV-4中文国际,http://118.78.196.236:55555/rtp/226.0.2.156:9160
CCTV-5体育,http://118.78.196.236:55555/rtp/226.0.2.209:9584
CCTV-6电影,http://118.78.196.236:55555/rtp/226.0.2.210:9592
CCTV-7国防军事,http://118.78.196.236:55555/rtp/226.0.2.159:9184
CCTV-8电视剧,http://118.78.196.236:55555/rtp/226.0.2.211:9600
CCTV-9纪录,http://118.78.196.236:55555/rtp/226.0.2.161:9200
CCTV-10科教,http://118.78.196.236:55555/rtp/226.0.2.162:9208
CCTV-12社会与法,http://118.78.196.236:55555/rtp/226.0.2.164:9224
CCTV-13新闻,http://118.78.196.236:55555/rtp/226.0.2.165:9232
CCTV-14少儿,http://118.78.196.236:55555/rtp/226.0.2.166:9240
CCTV-16奥林匹克,http://118.78.196.236:55555/rtp/226.0.2.169:9264
CCTV-17农业农村,http://118.78.196.236:55555/rtp/226.0.2.170:9272
CCTV-5+体育赛事,http://118.78.196.236:55555/rtp/226.0.2.168:9256
CCTV-风云足球,http://118.78.196.236:55555/rtp/226.0.2.225:9712
CCTV-高尔夫网球,http://118.78.196.236:55555/rtp/226.0.2.217:9648
CCTV-风云剧场,http://118.78.196.236:55555/rtp/226.0.2.227:9728
CCTV-第一剧场,http://118.78.196.236:55555/rtp/226.0.2.221:9680
CCTV-怀旧剧场,http://118.78.196.236:55555/rtp/226.0.2.224:9704
CHC高清电影,http://118.78.196.236:55555/rtp/226.0.2.93:8004
CHC动作电影,http://118.78.196.236:55555/rtp/226.0.2.94:8012
CHC家庭影院,http://118.78.196.236:55555/rtp/226.0.2.240:9820
CCTV-世界地理,http://118.78.196.236:55555/rtp/226.0.2.222:9688
CCTV-兵器科技,http://118.78.196.236:55555/rtp/226.0.2.223:9696
CCTV-电视指南,http://118.78.196.236:55555/rtp/226.0.2.218:9656
CCTV-文化精品,http://118.78.196.236:55555/rtp/226.0.2.219:9664
CCTV-央视台球,http://118.78.196.236:55555/rtp/226.0.2.216:9640
CCTV-风云音乐,http://118.78.196.236:55555/rtp/226.0.2.220:9672
CCTV-女性时尚,http://118.78.196.236:55555/rtp/226.0.2.226:9720
湖南卫视,http://118.78.196.236:55555/rtp/226.0.2.143:9056
浙江卫视,http://118.78.196.236:55555/rtp/226.0.2.144:9064
安徽卫视,http://118.78.196.236:55555/rtp/226.0.2.145:9072
广东卫视,http://118.78.196.236:55555/rtp/226.0.2.146:9080
深圳卫视,http://118.78.196.236:55555/rtp/226.0.2.147:9088
天津卫视,http://118.78.196.236:55555/rtp/226.0.2.148:9096
山东卫视,http://118.78.196.236:55555/rtp/226.0.2.149:9104
湖北卫视,http://118.78.196.236:55555/rtp/226.0.2.150:9112
东南卫视,http://118.78.196.236:55555/rtp/226.0.2.188:9416
黑龙江卫视,http://118.78.196.236:55555/rtp/226.0.2.151:9120
辽宁卫视,http://118.78.196.236:55555/rtp/226.0.2.173:9296
重庆卫视,http://118.78.196.236:55555/rtp/226.0.2.174:9304
东方卫视,http://118.78.196.236:55555/rtp/226.0.2.175:9312
江苏卫视,http://118.78.196.236:55555/rtp/226.0.2.176:9320
